CreditScore,Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Exited
520,Spain,Female,35,115680.81,1,1,90280.7,Stay
625,France,Female,39,0,2,1,32615.21,Stay
673,Germany,Male,36,73088.06,2,0,196142.26,Stay
656,Germany,Female,27,150905.03,2,1,16998.72,Stay
850,Spain,Female,23,143054.85,1,0,62980.96,Stay
574,Spain,Female,28,0,2,0,185660.3,Stay
679,France,Male,60,0,2,1,77331.77,Stay
530,Germany,Female,42,99948.45,1,0,97338.62,Stay
508,France,Male,44,115451.05,2,0,67234.33,Stay
558,Germany,Male,32,108235.91,1,1,143783.28,Stay
414,France,Male,38,0,1,0,77661.12,Churn
648,Spain,Male,42,98795.61,2,1,89123.99,Stay
721,France,Female,37,0,2,1,70810.8,Stay
751,France,Male,31,0,2,0,17550.49,Stay
662,France,Male,34,0,2,0,21497.27,Stay
628,Germany,Male,29,113146.98,2,0,124749.08,Stay
597,Germany,Female,39,162532.14,3,1,36051.46,Churn
698,Spain,Female,40,92053.44,1,1,143681.83,Stay
723,France,Male,48,0,2,1,150694.58,Stay
586,France,Female,28,0,3,1,170487.4,Churn
633,Germany,Female,29,104944.1,1,1,97684.46,Stay
564,France,Male,31,0,2,1,53520.03,Stay
649,France,Female,31,0,2,1,15200.61,Stay
622,France,Female,30,107879.04,1,0,196894.62,Stay
459,Germany,Male,46,110356.42,1,1,4969.13,Churn
718,France,Male,27,0,2,0,26229.24,Stay
655,Spain,Female,34,109783.69,2,1,134034.32,Stay
696,France,Male,22,149777,1,1,198032.93,Stay
637,France,Female,38,104339.56,1,0,119882.86,Stay
630,Spain,Female,21,85818.18,1,1,133102.3,Stay
592,France,Male,37,212692.97,1,0,176395.02,Stay
634,Germany,Male,37,89696.84,2,1,193179.88,Stay
608,France,Female,28,0,2,1,125062.02,Stay
565,Germany,Female,32,68067.24,1,1,143287.58,Stay
763,Spain,Male,67,148564.66,1,0,87236.4,Stay
665,France,Female,55,136354.16,1,1,93769.89,Stay
649,France,Male,38,122214,1,0,88965.46,Stay
695,France,Male,45,0,2,1,30793.61,Stay
775,Germany,Male,70,119684.88,2,1,74532.02,Stay
788,France,Female,39,135139.33,1,0,113086.08,Stay
569,Germany,Female,42,146100.75,1,1,32574.01,Churn
726,Spain,Female,56,123110.9,3,0,130113.78,Churn
564,Germany,Female,44,111760.4,3,1,104722.47,Churn
544,France,Female,32,110728.39,1,1,14559.62,Stay
614,France,Female,41,121558.46,1,1,598.8,Stay
453,Germany,Female,38,120623.21,1,1,129697.99,Stay
471,France,Female,58,114713.57,1,1,36315.03,Stay
829,Germany,Female,37,103457.76,1,0,1114.12,Stay
754,Germany,Male,57,101134.87,2,1,70954.41,Stay
749,Germany,Male,46,78136.36,2,1,73470.98,Stay
667,France,Male,23,0,2,1,91573.19,Stay
670,Spain,Male,30,133446.34,1,0,3154.95,Stay
670,France,Female,33,0,2,1,88187.81,Stay
623,Germany,Female,48,108076.33,1,1,118855.26,Churn
571,France,Male,32,131354.25,1,1,125256.53,Stay
641,Germany,Female,37,62974.64,2,0,39016.43,Stay
551,Germany,Female,30,143340.44,1,1,145796.49,Stay
741,Germany,Male,36,116993.43,2,1,168816.22,Stay
472,France,Male,31,58662.92,2,0,73322,Stay
650,Spain,Male,41,128808.65,3,0,113677.53,Churn
625,France,Male,45,137555.44,1,0,124607.7,Stay
650,Germany,Male,34,142393.11,1,1,11276.48,Stay
535,France,Female,38,0,2,1,136620.64,Stay
649,France,Female,41,125785.23,1,1,70523.92,Stay
689,France,Male,22,136444.25,1,1,51980.25,Churn
694,Spain,Male,38,121527.4,1,1,113481.02,Stay
655,Germany,Male,52,144696.75,1,1,49025.79,Stay
620,France,Male,36,0,2,1,145937.99,Stay
577,France,Female,35,0,2,1,25161.61,Stay
401,Germany,Male,48,128140.17,1,1,175753.55,Churn
599,France,Male,25,120383.41,1,1,24903.09,Stay
481,France,Female,57,0,3,1,169719.35,Churn
704,France,Male,42,129735.3,2,1,179565.57,Stay
698,Spain,Female,31,185078.26,1,0,115337.74,Churn
480,France,Female,28,0,2,0,48131.92,Stay
682,France,Male,42,0,1,1,160828.98,Stay
700,Spain,Male,31,0,2,0,145151.96,Stay
492,France,Male,29,144591.96,1,1,196293.76,Stay
444,France,Female,45,0,2,1,161653.5,Churn
624,France,Male,36,0,2,0,84635.64,Stay
709,France,Male,37,0,1,1,159486.76,Stay
557,Germany,Male,68,100194.44,1,1,38596.34,Stay
646,Germany,Male,50,145295.31,2,1,27814.74,Stay
719,Germany,Male,28,106070.29,2,1,183893.31,Stay
706,Germany,Female,47,120621.89,1,1,140803.7,Stay
660,France,Male,38,0,2,0,146585.53,Stay
667,France,Male,36,0,2,1,40062.29,Stay
705,France,Male,30,0,1,1,181300.32,Stay
598,Germany,Female,27,171283.91,1,1,84136.12,Stay
669,France,Male,26,0,2,1,197594.34,Stay
580,Germany,Female,38,128218.47,1,1,125953.83,Churn
676,France,Female,32,0,2,1,75465.41,Stay
714,Germany,Male,28,77776.39,1,1,177737.07,Stay
597,Germany,Female,72,124978.19,2,1,7144.46,Stay
559,France,Male,29,0,2,0,155639.76,Stay
564,France,Female,28,0,1,1,162428.05,Stay
850,Spain,Male,51,109799.55,2,1,12457.76,Churn
689,France,Male,39,0,2,0,14917.09,Stay
758,Germany,Female,61,125397.21,1,1,182184.09,Churn
604,Spain,Female,71,0,2,1,129984.2,Stay
733,Germany,Male,38,111347.37,2,0,194872.97,Stay
778,Spain,Male,40,104291.41,2,1,117507.11,Stay
732,Germany,Female,61,94867.18,2,1,157527.6,Churn
646,France,Male,24,0,2,0,92612.88,Stay
597,France,Female,33,135703.59,2,0,74850.84,Stay
821,Germany,Female,37,106453.53,2,0,127413,Stay
640,France,Male,43,132412.38,1,0,69584.3,Churn
511,Germany,Female,40,124401.6,1,1,198814.24,Churn
805,France,Male,46,118022.06,3,1,162643.15,Churn
540,Germany,Male,39,82531.11,1,1,114092.52,Stay
705,Spain,Male,44,184552.12,1,1,68860.3,Churn
540,Germany,Male,39,127278.31,1,1,16150.34,Stay
532,Spain,Female,66,0,1,1,115227.02,Stay
535,France,Female,45,0,2,0,170621.55,Stay
627,Germany,Male,23,184244.86,1,1,103099.22,Stay
646,France,Male,52,59669.43,1,0,172495.81,Churn
515,France,Female,25,79543.59,1,0,38772.82,Stay
697,France,Female,39,151553.19,1,1,44946.29,Stay
652,Germany,Male,27,166527.88,2,0,146007.7,Stay
579,Germany,Male,28,150329.15,1,1,145558.42,Stay
760,France,Male,43,121911.59,1,1,193312.33,Stay
769,France,Male,51,156773.78,2,1,40257.79,Stay
498,Spain,Male,29,127864.26,1,1,46677.9,Stay
774,France,Male,53,113709.28,1,1,153887.93,Churn
705,Germany,Female,43,79974.55,1,1,103108.33,Stay
648,France,Female,44,0,2,1,58652.23,Stay
688,France,Female,51,0,1,1,91624.11,Churn
592,Spain,Male,38,0,1,1,65986.48,Churn
705,France,Male,33,144427.96,2,1,113845.19,Stay
654,France,Male,42,99263.09,1,1,67607.9,Stay
624,France,Female,32,79368.87,2,1,145471.94,Stay
594,France,Female,30,0,2,1,124071.71,Stay
695,Spain,Female,34,0,2,1,67502.12,Stay
597,France,Male,28,0,3,1,78707.97,Stay
758,France,Female,52,125095.94,1,1,171189.83,Churn
737,Germany,Female,40,162485.8,2,1,149381.32,Stay
694,Germany,Male,37,95668.82,2,1,100335.55,Stay
683,France,Male,25,0,2,1,152698.24,Stay
538,Spain,Female,30,0,2,1,41192.95,Stay
669,France,Male,37,0,1,1,132540.33,Stay
730,France,Female,34,74197.38,2,1,96875.52,Stay
622,France,Female,31,89688.94,1,1,152305.47,Stay
714,Spain,Female,33,103121.33,2,1,49672.01,Stay
569,Spain,Female,34,0,1,1,133997.53,Stay
668,Germany,Female,59,120170.07,1,0,50454.8,Stay
628,France,Male,32,149136.31,2,1,16402.11,Stay
600,France,Male,40,141136.79,1,1,67803.83,Stay
693,France,Female,43,152341.55,1,1,9241.78,Stay
704,France,Male,36,120026.98,2,0,100601.73,Stay
527,Spain,Male,33,132168.28,1,0,98734.15,Stay
553,Germany,Male,43,85200.82,2,1,160574.09,Stay
575,Spain,Male,53,84903.33,2,0,26015.8,Stay
626,France,Female,32,0,2,0,187172.54,Stay
582,France,Male,20,0,1,1,55763.66,Stay
683,Spain,Male,40,0,1,1,75848.22,Stay
850,France,Male,30,121535.18,1,0,40313.47,Stay
653,Spain,Male,35,116662.96,2,1,23864.21,Stay
679,France,Male,60,0,2,1,51380.9,Stay
549,Germany,Female,49,124829.16,1,0,93551.36,Stay
850,Spain,Female,36,155180.56,2,0,169415.54,Stay
558,Germany,Female,32,108262.87,1,1,6935.31,Stay
528,Spain,Male,40,0,2,1,25399.7,Stay
801,France,Male,38,0,2,1,66256.27,Stay
513,Spain,Male,48,0,1,1,114709.13,Churn
666,Germany,Male,38,99812.88,2,1,158357.97,Stay
606,France,Male,35,132164.26,1,0,164815.59,Stay
599,Germany,Male,45,103583.05,1,1,132127.69,Churn
544,Germany,Male,39,142406.43,2,1,146637.45,Stay
529,Spain,Male,38,99842.5,2,1,90256.06,Churn
850,France,Female,41,0,2,1,34827.43,Stay
497,France,Male,41,0,1,0,22074.48,Stay
764,France,Female,39,81042.42,1,0,109805.17,Stay
603,France,Female,48,0,1,1,100478.6,Churn
609,France,Male,40,0,2,1,97416.34,Stay
487,France,Male,53,199689.49,1,1,24207.86,Churn
748,France,Male,33,142645.43,1,0,69132.66,Stay
710,Spain,Female,75,0,2,1,9376.89,Stay
432,Germany,Female,45,110219.14,1,1,43046.7,Churn
534,Spain,Male,51,0,2,0,20856.31,Stay
607,France,Male,25,0,2,0,187048.72,Stay
551,Spain,Male,32,0,2,1,53420.53,Stay
674,France,Male,45,142072.02,1,1,37013.29,Stay
525,France,Female,25,0,2,1,89566.64,Stay
645,Germany,Male,33,149564.61,1,0,149913.84,Stay
755,France,Female,43,0,2,1,18066.69,Stay
708,Germany,Male,37,153366.13,1,1,26912.34,Stay
715,France,Male,21,76467.16,1,1,173511.72,Stay
727,France,Female,26,121508.28,1,1,146785.44,Stay
559,Spain,Female,27,0,1,0,1050.33,Stay
545,Spain,Male,36,73211.12,2,1,89587.34,Churn
524,France,Male,22,0,2,1,74405.34,Stay
707,France,Female,55,0,2,0,54409.48,Stay
671,Spain,Male,38,92674.94,2,1,3647.57,Stay
439,Spain,Male,52,96196.24,4,1,198874.52,Churn
667,Germany,Female,36,114391.62,1,1,53412.54,Stay
831,Germany,Male,32,80262.66,1,1,194867.78,Stay
545,Spain,Female,33,173331.52,1,1,150452.88,Stay
604,Spain,Female,35,147285.52,1,1,57807.05,Stay
657,Spain,Male,67,119785.47,2,1,107534.32,Stay
487,Spain,Female,36,140137.15,1,1,194073.33,Stay
750,Germany,Female,52,107467.56,1,1,126233.18,Churn
694,Germany,Female,37,98218.04,2,1,182354.46,Churn
711,Germany,Female,35,133607.75,1,1,120586.32,Stay
551,France,Male,37,0,2,1,50578.4,Stay
559,France,Female,38,95139.41,1,1,86575.46,Stay
620,France,Female,29,0,2,0,153392.28,Stay
660,Spain,Male,42,0,2,1,115509.59,Stay
449,France,Female,37,0,2,1,82176.48,Stay
703,Germany,Female,26,97331.19,1,1,63717.49,Stay
795,Germany,Male,37,139265.63,2,1,198745.94,Stay
594,France,Female,31,0,1,0,5719.11,Stay
586,Spain,Male,34,168094.01,1,0,20058.61,Stay
613,Germany,Female,30,131563.88,2,1,170638.98,Stay
601,France,Male,44,0,2,1,30607.11,Stay
657,France,Male,50,0,2,0,37171.46,Stay
531,France,Male,31,0,1,1,42589.33,Stay
621,Germany,Male,47,107363.29,1,1,66799.28,Stay
782,France,Female,33,94493.03,1,0,101866.39,Stay
528,Germany,Female,29,170214.23,2,1,49284,Stay
696,France,Male,52,139781.06,1,1,27445.4,Churn
586,France,Female,35,0,2,1,70760.69,Stay
626,Spain,Female,26,148610.41,3,0,104502.02,Churn
498,France,Male,73,170241.7,2,1,165407.96,Stay
691,France,Female,33,128306.83,1,1,113580.79,Stay
568,France,Female,47,0,2,1,45978.39,Stay
715,France,Female,35,0,1,1,152012.36,Stay
680,Germany,Male,32,175454,1,0,77349.92,Stay
802,Spain,Male,41,0,2,1,47322.05,Stay
539,France,Female,22,100885.93,2,1,38772.65,Stay
494,France,Male,69,93320.8,1,1,24489.44,Stay
594,Germany,Male,38,63176.44,2,1,14466.08,Stay
596,France,Male,33,139451.67,1,0,63142.12,Stay
649,France,Female,52,49113.75,1,1,41858.43,Stay
699,Germany,Male,32,123906.22,3,1,127443.82,Churn
787,France,Female,40,0,2,1,84151.98,Stay
604,France,Male,28,0,2,0,58595.64,Stay
489,Germany,Female,52,131441.51,1,1,37240.11,Churn
651,France,Male,56,0,1,1,114522.68,Churn
698,France,Male,57,136325.48,2,1,72549.27,Churn
578,Germany,Female,38,113150.44,2,1,176712.59,Churn
538,Spain,Female,42,0,1,0,152855.96,Stay
696,France,Female,33,0,2,1,73371.65,Stay
507,Germany,Female,46,102785.16,1,1,70323.68,Stay
685,Spain,Male,34,83264.28,1,0,9663.28,Stay
705,Germany,Male,41,72252.64,2,1,142514.66,Stay
499,Germany,Female,29,148051.52,1,1,118623.94,Stay
717,France,Female,76,138489.66,1,1,68400.14,Stay
510,France,Male,63,0,2,1,115291.86,Stay
632,France,Male,32,111589.33,1,1,170382.99,Stay
668,Germany,Female,39,122104.79,1,1,112946.67,Churn
744,Germany,Male,32,96106.83,1,1,79812.77,Stay
663,Germany,Male,42,115930.87,1,1,19862.78,Stay
638,Germany,Female,37,124513.66,2,1,158610.89,Stay
688,France,Female,54,0,1,1,191212.63,Churn
588,Spain,Male,46,0,1,1,61931.21,Stay
631,France,Male,33,0,1,1,58043.02,Churn
687,Spain,Male,35,100988.39,2,1,22247.27,Stay
599,France,Male,44,118577.24,1,1,31448.52,Stay
718,Spain,Male,28,0,2,1,146875.86,Stay
730,France,Male,27,0,2,1,116081.93,Stay
533,France,Female,39,0,1,0,73669.94,Churn
711,Spain,Female,28,0,2,1,93959.96,Stay
555,Spain,Female,26,0,2,0,158918.03,Stay
850,France,Female,42,113311.11,1,1,198193.75,Stay
678,France,Female,41,0,1,0,13160.03,Stay
576,France,Male,32,0,2,1,4660.91,Stay
835,Germany,Male,20,124365.42,1,0,180197.74,Churn
592,France,Male,42,147249.29,2,1,63023.02,Stay
774,France,Male,36,103688.19,1,0,118971.74,Stay
620,France,Female,29,138740.24,2,0,154700.61,Stay
519,Spain,Male,39,111900.14,1,1,97577.17,Stay
734,Spain,Female,37,152760.24,1,1,48990.5,Stay
763,Germany,Male,31,143966.3,2,1,140262.96,Churn
733,France,Male,51,141556.96,1,1,130189.53,Stay
650,France,Female,43,0,2,1,16301.91,Stay
538,France,Female,33,0,2,1,126962.41,Stay
577,France,Female,46,0,1,1,158750.53,Stay
792,France,Male,30,0,2,1,199644.2,Stay
686,France,Female,41,0,1,1,144272.71,Churn
589,France,Male,29,0,2,0,98320.27,Stay
530,France,Male,25,162560.32,1,1,64129.03,Stay
778,Germany,Female,29,123229.46,1,1,181221.09,Stay
616,Spain,Male,31,76665.71,2,1,163809.08,Stay
550,France,Male,38,140278.99,3,1,171457.06,Churn
655,France,Female,51,0,2,0,15801.02,Stay
721,France,Male,46,115764.32,2,0,102950.79,Stay
499,Germany,Male,36,131142.53,2,1,174918.46,Stay
511,France,Male,45,68375.27,1,1,193160.25,Churn
579,Germany,Female,39,117833.3,3,0,5831,Churn
696,Spain,Female,36,0,2,1,82298.59,Stay
681,France,Male,34,0,2,0,130686.59,Stay
815,France,Male,45,0,1,0,52885.23,Churn
681,Spain,Male,30,111093.01,1,1,68985.99,Stay
641,Spain,Male,42,132657.55,1,1,35367.19,Stay
591,France,Female,56,128882.49,1,1,196241.94,Churn
565,Germany,Male,59,69129.59,1,1,170705.53,Stay
487,France,Male,37,0,2,1,126477.41,Stay
729,France,Male,39,121404.64,1,1,159618.17,Stay
505,Spain,Female,45,131355.3,3,1,195395.33,Churn
580,France,Female,35,102097.33,1,0,168285.85,Stay
642,France,Male,40,154863.15,1,1,138052.51,Stay
850,Spain,Female,41,99945.93,2,1,71179.31,Stay
616,Germany,Male,39,121704.32,2,1,55556.3,Stay
526,Spain,Female,43,0,2,1,31705.19,Stay
523,Germany,Male,35,138782.76,1,1,186118.93,Stay
663,France,Male,35,0,2,1,195580.28,Stay
840,France,Male,30,136291.71,1,1,54113.38,Stay
570,Germany,Male,42,107856.57,2,1,127528.84,Stay
676,Germany,Female,26,108348.66,1,0,60231.74,Churn
689,France,Male,47,93871.95,3,1,156878.42,Churn
703,Spain,Female,45,0,1,1,182784.11,Churn
491,Germany,Male,19,125860.2,1,0,129690.5,Stay
584,France,Male,49,172713.44,1,1,113860.81,Stay
810,France,Female,51,0,2,0,184524.74,Stay
745,Spain,Female,59,0,1,1,36124.98,Stay
625,France,Female,39,130786.92,1,0,121316.07,Stay
535,France,Female,29,112367.34,1,1,185630.76,Stay
729,Spain,Female,45,91091.06,2,1,71133.12,Stay
655,France,Female,26,106198.5,1,0,32020.42,Stay
751,France,Male,47,142669.93,2,1,162760.96,Stay
525,France,Male,33,112833.35,1,0,175178.56,Stay
532,France,Female,40,0,2,0,177099.71,Stay
696,Spain,Female,43,0,2,1,66406.37,Stay
786,Germany,Female,32,104336.43,2,0,59559.81,Stay
580,France,Male,55,104305.74,1,0,175750.21,Stay
596,Germany,Male,47,140187.1,2,1,174311.3,Stay
683,France,Male,39,0,2,1,171716.81,Stay
747,France,Female,45,114959.12,1,1,189362.39,Churn
602,France,Male,33,164704.38,1,0,180716.1,Churn
779,France,Male,62,119096.55,1,0,116977.89,Stay
551,France,Male,31,0,2,1,185105.44,Stay
666,France,Male,47,0,1,1,35046.97,Churn
526,Spain,Male,30,0,1,1,36251,Stay
849,France,Female,41,115465.28,1,1,103174.5,Stay
471,France,Female,27,0,2,1,122642.09,Stay
628,Spain,Male,43,184926.61,1,1,122937.57,Stay
674,Germany,Male,43,85957.88,2,1,8757.39,Stay
797,France,Male,32,114084.6,1,0,125782.29,Stay
590,Spain,Female,29,166930.76,2,1,122487.73,Stay
588,France,Female,27,0,1,1,20066.38,Stay
577,France,Male,29,0,2,1,55473.15,Stay
571,France,Female,38,107193.82,2,0,38962.94,Stay
680,France,Male,36,116275.12,1,1,63795.8,Stay
648,Spain,Female,27,0,2,1,163060.43,Stay
618,France,Male,39,91068.56,1,1,26578.69,Stay
648,Germany,Male,41,123049.21,1,0,5066.76,Stay
759,France,Female,39,0,2,1,140497.67,Stay
585,France,Male,40,0,2,0,146156.98,Stay
774,France,Female,42,137781.65,1,0,199316.19,Stay
697,Germany,Female,48,108128.96,2,1,103944.37,Stay
605,Spain,Male,39,105317.73,2,1,138021.36,Stay
676,France,Male,20,80569.73,1,0,68621.98,Stay
678,France,Female,22,174852.89,1,1,28149.06,Stay
495,Spain,Female,45,89158.94,3,1,135169.76,Churn
787,France,Female,85,0,2,1,116537.96,Stay
770,France,Male,36,89800.14,1,1,105922.69,Stay
817,Germany,Male,45,101207.75,1,0,88211.12,Churn
659,France,Male,43,106086.42,2,1,26900.63,Stay
693,France,Male,21,0,2,1,3494.02,Stay
744,France,Male,47,0,2,1,113163.17,Stay
829,Spain,Female,26,101440.36,2,1,19324.5,Stay
716,France,Male,38,0,2,1,189678.7,Stay
671,France,Male,34,106603.74,2,1,26387.71,Stay
835,Germany,Female,29,130420.2,2,0,106276.55,Stay
636,France,Female,38,0,1,1,45015.38,Stay
649,Spain,Male,29,45022.23,1,1,173495.77,Stay
621,Germany,Male,27,74298.43,1,1,52581.96,Stay
658,Germany,Female,31,133003.03,1,0,146339.27,Churn
784,Spain,Male,48,0,2,1,182609.97,Stay
783,Spain,Female,37,136689.66,1,1,197890.65,Stay
615,France,Male,32,0,2,1,6225.63,Stay
791,France,Female,44,0,2,1,123977.86,Churn
762,France,Male,53,102520.37,1,1,170195.4,Stay
607,France,Male,35,0,2,1,114190.3,Stay
601,France,Female,34,0,2,1,27022.57,Stay
540,Spain,Male,67,88382.01,1,0,59457,Stay
812,France,Male,44,115049.15,2,1,165038.41,Stay
685,France,Male,58,104796.54,1,1,154181.41,Stay
680,France,Male,33,123082.08,1,1,134960.98,Stay
680,Spain,Female,58,0,2,1,65708.5,Stay
631,France,Female,33,0,2,0,117374.22,Stay
569,France,Female,43,0,2,1,77703.19,Stay
584,Germany,Male,33,88311.48,2,1,177651.38,Stay
582,France,Female,40,0,3,1,60954.45,Stay
609,France,Male,32,71872.19,1,1,151924.9,Stay
506,Spain,Male,35,110046.93,2,1,26318.73,Stay
503,France,Male,42,104430.08,1,1,147557.71,Stay
503,France,Female,28,0,2,1,125918.17,Stay
806,Germany,Male,31,138653.51,1,1,190803.37,Stay
653,France,Female,31,102575.04,1,1,11043.54,Stay
666,France,Male,43,137780.74,2,1,119100.05,Churn
674,Spain,Male,32,0,2,1,140579.17,Stay
798,France,Male,32,0,2,0,37731.95,Stay
740,France,Female,30,105209.54,1,1,1852.58,Stay
531,Germany,Female,32,109570.21,2,1,172049.84,Stay
614,Germany,Female,44,118715.86,1,1,133591.11,Churn
556,France,Male,35,0,2,1,192751.18,Stay
678,Germany,Female,43,153393.18,2,1,193828.27,Stay
587,Germany,Male,33,132603.36,1,1,55775.72,Stay
527,Spain,Female,36,0,2,1,102280.29,Stay
757,Germany,Female,34,129398.01,2,0,44965.44,Stay
468,Spain,Male,28,0,2,1,170661.02,Stay
693,France,Male,29,151352.74,1,0,197145.89,Stay
483,France,Female,44,136836.49,1,1,192359.9,Churn
466,France,Male,40,91592.06,1,1,141210.18,Churn
770,France,Female,30,0,2,1,100557.03,Stay
734,France,Female,54,0,1,1,130805.54,Churn
716,France,Female,22,0,2,1,92606.98,Stay
439,France,Male,36,165536.28,2,1,123956.83,Stay
538,Germany,Male,25,62482.95,1,1,102758.43,Stay
743,France,Male,40,68155.59,1,1,94876.65,Stay
734,Spain,Female,43,55853.33,2,0,94811.85,Churn
656,France,Male,37,0,2,0,67840.81,Stay
666,France,Female,31,79589.43,1,0,4050.57,Stay
627,Spain,Male,41,100880.76,1,0,134665.25,Stay
480,Germany,Female,25,174330.35,2,0,181647.13,Stay
792,France,Male,19,143390.51,1,1,33282.84,Stay
613,Germany,Male,59,91415.76,1,0,27965,Churn
476,Germany,Male,30,134366.42,1,1,68343.53,Stay
539,France,Female,24,0,2,1,198161.07,Stay
696,Spain,Male,60,88786.81,1,1,196858.4,Stay
810,Germany,Male,35,96814.46,2,1,120511.03,Stay
763,Germany,Male,32,160680.41,1,1,30886.35,Stay
640,France,Female,29,0,2,1,2743.69,Stay
655,France,Female,47,0,2,1,167778.62,Stay
526,Germany,Male,31,145537.21,1,1,132404.64,Stay
678,France,Female,28,0,2,1,144423.17,Churn
554,France,Female,45,0,2,1,181204.5,Stay
597,Spain,Female,30,119370.11,1,1,182726.22,Churn
560,Spain,Female,28,0,2,1,120880.72,Stay
850,Germany,Female,47,134381.52,1,0,26812.89,Churn
546,Germany,Female,74,114888.74,2,1,66732.63,Churn
623,Germany,Male,42,149332.48,2,1,100834.22,Stay
698,France,Female,40,105061.74,3,1,107815.31,Churn
620,France,Male,32,0,2,1,34665.79,Stay
619,France,Female,40,0,1,1,147093.84,Churn
561,France,Male,21,0,1,1,36942.35,Stay
753,France,Female,39,155062.8,1,1,16460.77,Stay
721,Spain,Male,43,88798.34,1,0,45610.63,Stay
451,France,Male,33,0,2,1,184954.11,Stay
680,Germany,Female,51,143139.87,1,0,47795.43,Churn
590,Spain,Female,23,0,2,1,196789.9,Stay
634,Germany,Male,27,107027.52,1,1,173425.68,Stay
676,France,Male,29,140720.93,1,1,36221.18,Stay
642,France,Male,30,80964.57,2,1,174738.2,Stay
760,France,Male,39,178585.46,1,1,67131.3,Churn
736,Spain,Female,26,135889.13,1,1,165692.03,Stay
656,France,Male,43,134919.85,1,1,194691.95,Stay
776,Germany,Male,33,115130.34,1,0,129525.5,Churn
832,Spain,Female,34,138190.13,2,0,146511.2,Stay
631,Germany,Male,37,131519.49,2,1,51752.18,Stay
795,Spain,Female,56,0,1,1,35418.69,Churn
648,Germany,Female,39,126935.98,2,0,57995.74,Stay
615,France,Male,39,133707.09,1,1,108152.75,Stay
682,France,Female,27,97893.2,1,1,166144.98,Stay
694,France,Male,34,127900.03,1,1,101737.8,Stay
694,France,Male,37,143835.47,1,0,33326.71,Stay
607,France,Male,44,0,2,1,81140.09,Stay
664,France,Male,48,0,1,1,140173.17,Churn
756,France,Male,60,0,1,1,166513.49,Churn
645,France,Female,40,129596.77,1,1,103232.6,Stay
653,Spain,Male,30,0,2,1,120736.04,Stay
710,Germany,Female,24,110407.44,2,0,15832.43,Churn
697,France,Female,76,0,2,0,188772.45,Stay
619,Germany,Female,41,142015.76,2,1,114323.66,Stay
648,Spain,Male,55,81370.07,1,0,181534.04,Stay
482,Germany,Female,48,69329.47,1,0,102640.52,Churn
548,France,Female,28,116755.5,2,1,158585.17,Churn
752,Spain,Male,44,83870.33,1,1,178722.24,Stay
648,France,Female,39,130694.89,2,1,153955.38,Churn
643,Spain,Female,34,117451.47,1,1,65374.86,Stay
573,Germany,Female,35,206868.78,2,0,102986.15,Stay
686,France,Female,39,111695.62,1,0,136643.84,Stay
644,France,Female,40,137285.26,4,1,77063.63,Churn
702,France,Female,29,149218.39,1,1,9633.01,Stay
652,France,Male,51,0,2,0,43496.36,Stay
641,Spain,Male,32,0,2,1,24267.28,Stay
692,Germany,Female,41,130701.29,1,1,59354.24,Churn
574,Spain,Male,34,0,2,0,28269.86,Stay
643,France,Female,31,167949.48,1,1,143162.34,Stay
834,France,Male,23,131254.81,1,1,20199.3,Stay
591,France,Male,28,0,2,1,48606.92,Stay
470,Spain,Male,34,0,2,0,89013.67,Stay
608,Spain,Male,34,86656.13,1,0,59890.29,Stay
649,Germany,Female,37,114737.26,1,1,106655.88,Churn
665,France,Female,38,0,2,1,156439.56,Stay
651,France,Female,39,0,1,1,24176.44,Stay
555,Germany,Male,62,119817.33,1,0,43507.1,Churn
637,France,Female,48,130806.99,2,1,132005.85,Churn
675,France,Female,49,0,1,1,80496.71,Churn
677,Spain,Male,40,0,2,1,88947.56,Stay
850,Germany,Female,35,80931.75,1,0,12639.67,Churn
815,France,Female,56,0,3,1,94248.16,Churn
665,Germany,Male,32,132178.67,1,0,11865.76,Stay
485,France,Female,27,0,2,1,141449.86,Stay
577,Spain,Male,43,0,2,1,149457.81,Stay
586,France,Female,35,164769.02,3,1,119814.25,Churn
722,Germany,Male,29,107233.85,2,1,24924.92,Stay
528,France,Female,27,176227.07,2,0,139481.53,Stay
542,France,Female,39,109949.39,2,1,41268.65,Stay
552,France,Female,34,0,2,1,1351.41,Stay
678,France,Female,60,117738.81,1,1,147489.76,Churn
575,Spain,Female,37,133292.45,1,1,111175.09,Stay
669,France,Female,43,160474.59,1,1,95963.14,Stay
636,France,Male,43,0,2,1,43128.95,Stay
667,Germany,Male,55,154393.43,1,1,137674.96,Churn
652,Germany,Female,45,110827.49,1,1,153383.54,Churn
637,Germany,Female,36,145750.45,2,1,96660.76,Stay
516,Spain,Female,45,109044.3,1,0,115818.16,Stay
801,France,Female,32,75170.54,1,1,37898.5,Stay
692,France,Female,42,0,2,1,145222.93,Stay
585,France,Female,28,105795.9,1,1,41219.09,Stay
590,France,Male,32,0,2,1,59249.83,Stay
554,Spain,Male,66,0,2,1,116747.62,Stay
659,France,Female,49,0,1,1,116249.72,Churn
690,France,Female,26,118097.87,1,1,61257.83,Stay
697,Germany,Male,29,172693.54,1,0,141798.98,Stay
610,France,Male,36,129440.3,2,1,102638.35,Stay
599,Spain,Male,36,0,2,0,13210.56,Stay
544,France,Male,23,96471.2,1,1,35550.97,Stay
